rank,title_mal,popularity_score,quality_score,title_parsed,title_at,slug,year,season,synopsis,created_at,updated_at,deleted_at,synonyms,image,id_anime,title_matched,op_counts,ed_counts,total_counts,hardcore
31,Nanatsu no Taizai,1994896.0,7.66,nanatsu no taizai,Nanatsu no Taizai,nanatsu_no_taizai,2014,Fall,"When they were accused of trying to overthrow the monarchy, the feared warriors the Seven Deadly Sins were sent into exile. Princess Elizabeth discovers the truth - the Sins were framed by the king's guard, the Holy Knights - too late to prevent them from assassinating her father and seizing the throne!<br>
Now the princess is on the run, seeking the Sins to help her reclaim the kingdom. But the first Sin she meets, Meliodas, is a little innkeeper with a talking pig. He doesn't even have a real sword! Have the legends of the Sins' strength been exaggerated?<br>
<br>
(Source: Anime News Network)",2021-03-27T00:44:19.215978Z,2021-03-28T05:45:01.021952Z,,['The Seven Deadly Sins'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/H727oJHgVtIlQwTLQLOxAtAe0nUT5F7ktBLHc8iY.jpg,2017,nanatsu no taizai,2,2,4,False
32,Mob Psycho 100,1985756.0,8.49,mob psycho 100,Mob Psycho 100,mob_psycho_100,2016,Summer,"The story revolves around ""Mob,"" a boy who will explode if his emotional capacity reaches 100%. This boy with psychic powers earned his nickname ""Mob"" because he does not stand out among other people. He keeps his psychic powers bottled up so he can live normally, but if his emotional level reaches 100, something will overwhelm his entire body.<br>
<br>
(Source: Anime News Network)",2021-03-27T00:44:16.178133Z,2021-03-28T05:26:47.512601Z,,"['Mob Psycho Hyaku', 'Mob Psycho One Hundred']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/nY8fvsWBmeHWE0RFEJjjmrBHga024vFvA9O1padY.jpg,1917,mob psycho 100,1,3,4,False
35,Sword Art Online II,1921133.0,6.7,sword art online ii,Sword Art Online II,sword_art_online_ii,2014,Summer,"One year after the SAO incident, Kirito is approached by Seijiro Kikuoka from Japan's Ministry of Internal Affairs and Communications Department ""VR Division"" with a rather peculiar request.

That was an investigation on the ""Death Gun"" incident that occurred in the gun and steel filled VRMMO called Gun Gale Online (GGO). ""Players who are shot by a mysterious avatar with a jet black gun lose their lives even in the real world..."" Failing to turn down Kikuoka's bizarre request, Kirito logs in to GGO even though he is not completely convinced that the virtual world could physically affect the real world.<br>
<br>
Kirito wanders in an unfamiliar world in order to gain any clues about the ""Death Gun."" Then, a female sniper named Sinon who owns a gigantic ""Hecate II"" rifle extends Kirito a helping hand. With Sinon's help, Kirito decides to enter the ""Bullet of Bullets,"" a large tournament to choose the most powerful gunner within the realm of GGO, in hopes to become the target of the ""Death Gun"" and make direct contact with the mysterious avatar.<br>
<br>
(Source: Crunchyroll)",2021-03-27T00:44:39.926818Z,2021-03-28T08:24:28.965102Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/pSxv3KKyethYIM3BWSDIA2y7UcneGNKWW8LzZcMT.jpg,2806,sword art online ii,3,3,6,False
36,Haikyuu!!,1894751.0,8.44,haikyuu!!,Haikyuu!!,haikyuu,2014,Spring,"Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. The newly-formed team even makes it to a tournament; however, their first match turns out to be their last when they are brutally squashed by the ""King of the Court,"" Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School's volleyball team—only to find that his sworn rival, Kageyama, is now his teammate.
<br><br>
Thanks to his short height, Hinata struggles to find his role on the team, even with his superior jumping power. Surprisingly, Kageyama has his own problems that only Hinata can help with, and learning to work together appears to be the only way for the team to be successful. Based on Haruichi Furudate's popular shounen manga of the same name, Haikyuu!! is an exhilarating and emotional sports comedy following two determined athletes as they attempt to patch a heated rivalry in order to make their high school volleyball team the best in Japan.
<br><br>
[Written by MAL Rewrite]",2021-03-27T00:43:51.321466Z,2021-03-28T02:44:27.031048Z,,"['Haikyu!!', 'High Kyuu!!', 'HQ!']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/XcpppDG8n9WuWdCn6VBIT9zfVFNN2H6FSpE6c7Ls.png,1030,haikyuu!!,2,2,4,False
37,Yakusoku no Neverland,1892657.0,8.51,yakusoku no neverland,Yakusoku no Neverland,yakusoku_no_neverland,2019,Winter,"Emma, Norman and Ray are the brightest kids at the Grace Field House orphanage. And under the care of the woman they refer to as “Mom,” all the kids have enjoyed a comfortable life. Good food, clean clothes and the perfect environment to learn—what more could an orphan ask for? One day, though, Emma and Norman uncover the dark truth of the outside world they are forbidden from seeing.
<br><br>
(Source: Viz Media)",2021-03-27T00:44:49.120294Z,2021-03-28T09:30:28.903608Z,,['The Promised Neverland'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/8ndHIFcB9DHarQGtNgattT1fiiLza87ewxr3vSPm.jpg,3166,yakusoku no neverland,1,2,3,False
38,Bleach,1886321.0,7.92,bleach,Bleach,bleach,2004,Fall,"Ichigo Kurosaki is a rather normal high school student apart from the fact he has the ability to see ghosts. This ability never impacted his life in a major way until the day he encounters the Shinigami Kuchiki Rukia, who saves him and his family's lives from a Hollow, a corrupt spirit that devours human souls. 
<br><br>
Wounded during the fight against the Hollow, Rukia chooses the only option available to defeat the monster and passes her Shinigami powers to Ichigo. Now forced to act as a substitute until Rukia recovers, Ichigo hunts down the Hollows that plague his town. 


",2021-03-27T00:43:33.400164Z,2021-03-28T00:37:13.056280Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/ZDNvEtoikjQ2NkyCzPmB3xQQvPrQnYbAUiLgmxh8.png,318,bleach,15,30,45,False
39,Kono Subarashii Sekai ni Shukufuku wo!,1886189.0,8.11,kono subarashii sekai ni shukufuku wo!,Kono Subarashii Sekai ni Shukufuku wo!,kono_subarashii_sekai_ni_shukufuku_wo,2016,Winter,"Kazuma Satou decides that today is the day to get out of the house for a bit. Since he dies, pointlessly, it's clearly a bad choice. The goddess who greets him in the afterlife, however, offers him a chance to be reborn in a world not unlike that of a video game, and as a bonus she'll even throw in a cool item or power! Can't possibly be a bad choice, right? Except he arrives with no money at all, dead average skills, and his ""bonus"" isn't useful at all--since he picked the goddess, Aqua, herself. How are the two of them supposed to defeat the evil Devil King and live happily ever after? Well, for them, it probably starts with day laboring rather than adventuring. And it's only going to get more disappointing from there!<br>
<br>
(Source: Crunchyroll)",2021-03-27T00:44:06.857786Z,2021-03-28T04:27:14.765512Z,,"[""KonoSuba: God's Blessing on This Wonderful World!"", 'Give Blessings to This Wonderful World!', 'KonoSuba']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/WxQTetHRhCmxjoMLIkCwHcB7AHdH6EYAfuVE6qTU.png,1590,kono subarashii sekai ni shukufuku wo!,1,1,2,False
40,Shingeki no Kyojin: The Final Season,1881027.0,8.8,shingeki no kyojin: the final season,Shingeki no Kyojin: The Final Season,shingeki_no_kyojin_the_final_season,2020,Fall,"The final season of <i>Shingeki no Kyojin</i>.<br>
<br>
It’s been four years since the Scout Regiment reached the shoreline, and the world looks different now. Things are heating up as the fate of the Scout Regiment—and the people of Paradis—are determined at last. However, Eren is missing. Will he reappear before age-old tensions between Marleyans and Eldians result in the war of all wars?<br>
<br>
(Source: Crunchyroll)",2021-03-27T00:44:34.887125Z,2021-03-28T07:50:39.039506Z,,['Attack on Titan Final Season'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/IFnIkJhZm5TSVM7eZgzX1RgRR05fLLluwFtReSS9.png,2620,shingeki no kyojin: the final season,1,1,2,False
41,Ao no Exorcist,1870939.0,7.49,ao no exorcist,Ao no Exorcist,ao_no_exorcist,2011,Spring,"This world consists of two dimensions joined as one, like a mirror. The first is the world in which the humans live, Assiah. The other is the world of demons, Gehenna. Ordinarily, travel between the two, and indeed any kind of contact between the two, is impossible. However the demons can pass over into this world by possessing anything that exist within it. Satan the god of demons, but there's one thing that he doesn't have, and that's a substance in the human world that is powerful enough to contain him!! For that purpose he created Rin, his son from a human woman, but will his son agree to his plans? Or will he become something else...? An exorcist?
",2021-03-27T00:43:29.186567Z,2021-03-28T00:06:35.468264Z,,"['Blue Exorcist', 'Ao no Futsumashi']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/qQ3t0ObW098mFW5Qzmzye1O2mJ0Umcb4NYlpeHUA.jpg,143,ao no exorcist,2,2,4,False
42,Kiseijuu: Sei no Kakuritsu,1803226.0,8.34,kiseijuu: sei no kakuritsu,Kiseijuu: Sei no Kakuritsu,kiseijuu_sei_no_kakuritsu,2014,Fall,"They arrive in silence and darkness. They descend from the skies. They have a hunger for human flesh. They are everywhere. They are parasites, alien creatures who must invade–and take control of–a human host to survive. And once they have infected their victims, they can assume any deadly form they choose: monsters with giant teeth, winged demons, creatures with blades for hands. But most have chosen to conceal their lethal purpose behind ordinary human faces. So no one knows their secret–except an ordinary high school student. Shin is battling for control of his own body against an alien parasite, but can he find a way to warn humanity of the horrors to come?<br>
<br>
(Source: Del Rey)",2021-03-27T00:44:05.505901Z,2021-03-28T04:17:23.336027Z,,['Parasyte -the maxim-'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/KfrIYZi58vkaJ2grFLMQfl2azhXHOrJyem5uxz1l.jpg,1538,kiseijuu: sei no kakuritsu,1,1,2,False
43,Cowboy Bebop,1794911.0,8.75,cowboy bebop,Cowboy Bebop,cowboy_bebop,1998,Spring,"Enter a world in the distant future, where Bounty Hunters roam the solar system. Spike and Jet, bounty hunting partners, set out on journeys in an ever struggling effort to win bounty rewards to survive.<br><br>
While traveling, they meet up with other very interesting people. Could Faye, the beautiful and ridiculously poor gambler, Edward, the computer genius, and Ein, the engineered dog be a good addition to the group?",2021-03-27T00:43:38.555827Z,2021-03-28T01:13:00.814620Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/SfXyZUYbg7jNilXUhnQWoQl5oF2nFufNtHJrCap4.png,521,cowboy bebop,1,3,4,False
45,Neon Genesis Evangelion,1744028.0,8.35,neon genesis evangelion,Neon Genesis Evangelion,neon_genesis_evangelion,1995,Fall,"In the year 2015, the Angels, huge, tremendously powerful, alien war machines, appear in Tokyo for the second time. The only hope for Mankind's survival lies in the Evangelion, a humanoid fighting machine developed by NERV, a special United Nations agency. Capable of withstanding anything the Angels can dish out, the Evangelion's one drawback lies in the limited number of people able to pilot them. Only a handful of teenagers, all born fourteen years ago, nine months after the Angels first appeared, are able to interface with the Evangelion. One such teenager is Shinji Ikari, whose father heads the NERV team that developed and maintains the Evangelion. Thrust into a maelstrom of battle and events that he does not understand, Shinji is forced to plumb the depths of his own inner resources for the courage and strength to not only fight, but to survive, or risk losing everything. <br><br>
(Source: AniDB)",2021-03-27T00:44:20.160821Z,2021-03-28T05:50:31.969732Z,,['Shinseiki Evangelion'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/n9L9LIzW1n1hYNvR8IMuvnU6ZpJC4xKkzuvGi8Md.jpg,2049,neon genesis evangelion,1,14,15,False
46,Tokyo Ghoul √A,1724246.0,7.02,tokyo ghoul √a,Tokyo Ghoul √A,tokyo_ghoul_a,2015,Winter,"The second season of <i>Tokyo Ghoul</i>.<br><br>The ghouls of Anteiku invaded the Aogiri's site in order to rescue Ken Kaneki who is being tortured. Due to provocation, he unleashed greater power enough to defeat Yamori. To become stronger, he decided to join Aogiri and left Anteiku. Ghoul investigators also making their moves by collecting information about the eye-patched ghoul - Ken Kaneki.<br><br>(Source: Anime News Network)",2021-03-27T00:44:44.002292Z,2021-03-28T08:53:21.353270Z,,"['Tokyo Ghoul Root A', 'Tokyo Ghoul 2nd Season', 'Tokyo Ghoul Second Season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/9G5ybD01ULFdazG29LHPmMzuKEXEqJsyIa6fclYP.jpg,2965,tokyo ghoul √a,1,1,2,False
